"Author","Confidence-Score-score","Detection Method","Detection Method ID","interaction","Interaction Type","Module_Edge_Color","name","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Database"
"Huttlin EL (2015)","0.999999999","affinity chromatography technology","MI:0004","1186669","physical association","-1","51008 (1186669) 9325","physical association","pubmed","26186194","false","1186669","51008 (1186669) 9325","psi-mi"
"Wang J (2011)",,"two hybrid","MI:0018","894112","direct interaction","-1","5970 (894112) 9325","direct interaction","pubmed","21988832","false","894112","5970 (894112) 9325","psi-mi"
"Wang T (2014)",,"affinity chromatography technology","MI:0004","1031705","physical association","-1","2521 (1031705) 9325","physical association","pubmed","25192599","false","1031705","2521 (1031705) 9325","psi-mi"
"Koppen A (2009)",,"unspecified method","MI:0686","1056864","direct interaction","-1","5468 (1056864) 9325","direct interaction","pubmed","19596656","false","1056864","5468 (1056864) 9325","psi-mi"
"Huttlin EL (2015)","0.999960739","affinity chromatography technology","MI:0004","1180179","physical association","-1","221120 (1180179) 9325","physical association","pubmed","26186194","false","1180179","221120 (1180179) 9325","psi-mi"
"Kim HJ (1999)",,"pull down","MI:0096","1274762","direct interaction","-1","6256 (1274762) 9325","direct interaction","pubmed","10454579","false","1274762","6256 (1274762) 9325","psi-mi"
"Kim HJ (1999)",,"two hybrid","MI:0018","1274763","direct interaction","-1","9325 (1274763) 6256","direct interaction","pubmed","10454579","false","1274763","9325 (1274763) 6256","psi-mi"
"Kim HJ (1999)",,"two hybrid","MI:0018","1274764","direct interaction","-1","9325 (1274764) 7068","direct interaction","pubmed","10454579","false","1274764","9325 (1274764) 7068","psi-mi"
"Kim HJ (1999)",,"pull down","MI:0096","1274766","direct interaction","-1","1387 (1274766) 9325","direct interaction","pubmed","10454579","false","1274766","1387 (1274766) 9325","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274767","direct interaction","-1","4790 (1274767) 9325","direct interaction","pubmed","12077347","false","1274767","4790 (1274767) 9325","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274768","direct interaction","-1","5970 (1274768) 9325","direct interaction","pubmed","12077347","false","1274768","5970 (1274768) 9325","psi-mi"
"Rual JF (2005)",,"two hybrid","MI:0018","121214","direct interaction","-1","54819 (121214) 246329","direct interaction","pubmed","16189514","false","121214","54819 (121214) 246329","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274769","direct interaction","-1","3725 (1274769) 9325","direct interaction","pubmed","12077347","false","1274769","3725 (1274769) 9325","psi-mi"
"Rual JF (2005)",,"two hybrid","MI:0018","120174","direct interaction","-1","5465 (120174) 246329","direct interaction","pubmed","16189514","false","120174","5465 (120174) 246329","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274770","direct interaction","-1","6722 (1274770) 9325","direct interaction","pubmed","12077347","false","1274770","6722 (1274770) 9325","psi-mi"
"Huttlin EL (2015)","0.891225594","affinity chromatography technology","MI:0004","1184955","physical association","-1","246329 (1184955) 2962","physical association","pubmed","26186194","false","1184955","246329 (1184955) 2962","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274771","direct interaction","-1","9325 (1274771) 4790","direct interaction","pubmed","12077347","false","1274771","9325 (1274771) 4790","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274772","direct interaction","-1","9325 (1274772) 5970","direct interaction","pubmed","12077347","false","1274772","9325 (1274772) 5970","psi-mi"
"Huttlin EL (2015)","0.999990549","affinity chromatography technology","MI:0004","1184956","physical association","-1","246329 (1184956) 23141","physical association","pubmed","26186194","false","1184956","246329 (1184956) 23141","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274773","direct interaction","-1","9325 (1274773) 3725","direct interaction","pubmed","12077347","false","1274773","9325 (1274773) 3725","psi-mi"
"Jung DJ (2002)",,"pull down","MI:0096","1274774","direct interaction","-1","9325 (1274774) 6722","direct interaction","pubmed","12077347","false","1274774","9325 (1274774) 6722","psi-mi"
"Huttlin EL (2015)","0.996867271","affinity chromatography technology","MI:0004","1184957","physical association","-1","246329 (1184957) 84058","physical association","pubmed","26186194","false","1184957","246329 (1184957) 84058","psi-mi"
"Jung DJ (2002)",,"two hybrid","MI:0018","1274775","direct interaction","-1","4790 (1274775) 9325","direct interaction","pubmed","12077347","false","1274775","4790 (1274775) 9325","psi-mi"
"Jung DJ (2002)",,"two hybrid","MI:0018","1274776","direct interaction","-1","5970 (1274776) 9325","direct interaction","pubmed","12077347","false","1274776","5970 (1274776) 9325","psi-mi"
"Weimann M (2013)",,"two hybrid","MI:0018","919017","direct interaction","-1","246329 (919017) 23210","direct interaction","pubmed","23455924","false","919017","246329 (919017) 23210","psi-mi"
"Jung DJ (2002)",,"two hybrid","MI:0018","1274777","direct interaction","-1","3725 (1274777) 9325","direct interaction","pubmed","12077347","false","1274777","3725 (1274777) 9325","psi-mi"
"Jung DJ (2002)",,"two hybrid","MI:0018","1274778","direct interaction","-1","6722 (1274778) 9325","direct interaction","pubmed","12077347","false","1274778","6722 (1274778) 9325","psi-mi"
"Weimann M (2013)",,"two hybrid","MI:0018","919018","direct interaction","-1","246329 (919018) 54904","direct interaction","pubmed","23455924","false","919018","246329 (919018) 54904","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1037751","direct interaction","-1","1457 (1037751) 246329","direct interaction","pubmed","25416956","false","1037751","1457 (1037751) 246329","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1449300","physical association","-1","3832 (1449300) 9325","physical association","pubmed","26496610","false","1449300","3832 (1449300) 9325","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1050301","direct interaction","-1","220108 (1050301) 246329","direct interaction","pubmed","25416956","false","1050301","220108 (1050301) 246329","psi-mi"
"Hein MY (2015)",,"affinity chromatography technology","MI:0004","1449301","physical association","-1","81620 (1449301) 9325","physical association","pubmed","26496610","false","1449301","81620 (1449301) 9325","psi-mi"
"Kirli K (2015)",,"affinity chromatography technology","MI:0004","1440145","physical association","-1","7514 (1440145) 9325","physical association","pubmed","26673895","false","1440145","7514 (1440145) 9325","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1050318","direct interaction","-1","246329 (1050318) 285672","direct interaction","pubmed","25416956","false","1050318","246329 (1050318) 285672","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1050319","direct interaction","-1","246329 (1050319) 286499","direct interaction","pubmed","25416956","false","1050319","246329 (1050319) 286499","psi-mi"
"Yu H (2011)",,"two hybrid","MI:0018","1438717","direct interaction","-1","246329 (1438717) 79169","direct interaction","pubmed","21516116","false","1438717","246329 (1438717) 79169","psi-mi"
"Yu H (2011)",,"two hybrid","MI:0018","1438718","direct interaction","-1","246329 (1438718) 84080","direct interaction","pubmed","21516116","false","1438718","246329 (1438718) 84080","psi-mi"
"Wan C (2015)","1.0","biochemical","MI:0401","1273629","colocalization","-1","84164 (1273629) 9325","colocalization","pubmed","26344197","false","1273629","84164 (1273629) 9325","psi-mi"
"Yu H (2011)",,"two hybrid","MI:0018","1438719","direct interaction","-1","246329 (1438719) 85403","direct interaction","pubmed","21516116","false","1438719","246329 (1438719) 85403","psi-mi"
"Zhang X (2017)",,"pull down","MI:0096","2296898","direct interaction","-1","7316 (2296898) 9325","direct interaction","pubmed","28190767","false","2296898","7316 (2296898) 9325","psi-mi"
"Huttlin EL (2017)","0.99999999","affinity chromatography technology","MI:0004","2217589","physical association","-1","51008 (2217589) 9325","physical association","pubmed","28514442","false","2217589","51008 (2217589) 9325","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1046289","direct interaction","-1","23181 (1046289) 246329","direct interaction","pubmed","25416956","false","1046289","23181 (1046289) 246329","psi-mi"
"Huttlin EL (2017)","0.999999967","affinity chromatography technology","MI:0004","2218016","physical association","-1","84164 (2218016) 9325","physical association","pubmed","28514442","false","2218016","84164 (2218016) 9325","psi-mi"
"Huttlin EL (2017)","0.999958215","affinity chromatography technology","MI:0004","2225150","physical association","-1","221120 (2225150) 9325","physical association","pubmed","28514442","false","2225150","221120 (2225150) 9325","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1047198","direct interaction","-1","29994 (1047198) 246329","direct interaction","pubmed","25416956","false","1047198","29994 (1047198) 246329","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1047734","direct interaction","-1","54819 (1047734) 246329","direct interaction","pubmed","25416956","false","1047734","54819 (1047734) 246329","psi-mi"
"Knierim E (2016)",,"affinity chromatography technology","MI:0004","2208580","physical association","-1","9325 (2208580) 1465","physical association","pubmed","26924529","false","2208580","9325 (2208580) 1465","psi-mi"
"Knierim E (2016)",,"affinity chromatography technology","MI:0004","2208582","physical association","-1","9325 (2208582) 51008","physical association","pubmed","26924529","false","2208582","9325 (2208582) 51008","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1047937","direct interaction","-1","55138 (1047937) 246329","direct interaction","pubmed","25416956","false","1047937","55138 (1047937) 246329","psi-mi"
"Knierim E (2016)",,"affinity chromatography technology","MI:0004","2208583","physical association","-1","84164 (2208583) 9325","physical association","pubmed","26924529","false","2208583","84164 (2208583) 9325","psi-mi"
"Knierim E (2016)",,"affinity chromatography technology","MI:0004","2208584","physical association","-1","51008 (2208584) 9325","physical association","pubmed","26924529","false","2208584","51008 (2208584) 9325","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1047998","direct interaction","-1","55216 (1047998) 246329","direct interaction","pubmed","25416956","false","1047998","55216 (1047998) 246329","psi-mi"
"Knierim E (2016)",,"affinity chromatography technology","MI:0004","2208585","physical association","-1","9325 (2208585) 84164","physical association","pubmed","26924529","false","2208585","9325 (2208585) 84164","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1049333","direct interaction","-1","83746 (1049333) 246329","direct interaction","pubmed","25416956","false","1049333","83746 (1049333) 246329","psi-mi"
"Zhang Y (1995)",,"two hybrid","MI:0018","18028","direct interaction","-1","8087 (18028) 2332","direct interaction","pubmed","7489725","false","18028","8087 (18028) 2332","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1049560","direct interaction","-1","84619 (1049560) 246329","direct interaction","pubmed","25416956","false","1049560","84619 (1049560) 246329","psi-mi"
"Schenck A (2001)",,"two hybrid","MI:0018","20577","direct interaction","-1","8087 (20577) 26999","direct interaction","pubmed","11438699","false","20577","8087 (20577) 26999","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1050050","direct interaction","-1","126868 (1050050) 246329","direct interaction","pubmed","25416956","false","1050050","126868 (1050050) 246329","psi-mi"
"Ash MR (2010)",,"affinity chromatography technology","MI:0004","452646","physical association","-1","26058 (452646) 8087","physical association","pubmed","20696395","false","452646","26058 (452646) 8087","psi-mi"
"Huttlin EL (2017)","0.75852165","affinity chromatography technology","MI:0004","2272127","physical association","-1","246329 (2272127) 2962","physical association","pubmed","28514442","false","2272127","246329 (2272127) 2962","psi-mi"
"Huttlin EL (2017)","0.999909167","affinity chromatography technology","MI:0004","2226575","physical association","-1","246329 (2226575) 23141","physical association","pubmed","28514442","false","2226575","246329 (2226575) 23141","psi-mi"
"Greco TM (2011)",,"affinity chromatography technology","MI:0004","570324","physical association","-1","10014 (570324) 8087","physical association","pubmed","21081666","false","570324","10014 (570324) 8087","psi-mi"
"Huttlin EL (2017)","0.972943036","affinity chromatography technology","MI:0004","2246982","physical association","-1","246329 (2246982) 84058","physical association","pubmed","28514442","false","2246982","246329 (2246982) 84058","psi-mi"
"Schenck A (2001)",,"affinity chromatography technology","MI:0004","286191","physical association","-1","23191 (286191) 8087","physical association","pubmed","11438699","false","286191","23191 (286191) 8087","psi-mi"
"Bandyopadhyay S (2010)",,"two hybrid","MI:0018","464532","direct interaction","-1","324 (464532) 4703","direct interaction","pubmed","20936779","false","464532","324 (464532) 4703","psi-mi"
"Siomi MC (1996)",,"biochemical","MI:0401","280126","association","-1","2332 (280126) 8087","association","pubmed","8668200","false","280126","2332 (280126) 8087","psi-mi"
"Witt SH (2005)",,"two hybrid","MI:0018","465403","direct interaction","-1","84676 (465403) 4703","direct interaction","pubmed","15967462","false","465403","84676 (465403) 4703","psi-mi"
"Siomi MC (1996)",,"biochemical","MI:0401","280128","association","-1","8087 (280128) 9513","association","pubmed","8668200","false","280128","8087 (280128) 9513","psi-mi"
"Shen X (2005)",,"pull down","MI:0096","591147","direct interaction","-1","801 (591147) 4703","direct interaction","pubmed","15840729","false","591147","801 (591147) 4703","psi-mi"
"Zhang Y (1995)",,"pull down","MI:0096","315966","direct interaction","-1","2332 (315966) 8087","direct interaction","pubmed","7489725","false","315966","2332 (315966) 8087","psi-mi"
"Zhang Y (1995)",,"pull down","MI:0096","315968","direct interaction","-1","9513 (315968) 8087","direct interaction","pubmed","7489725","false","315968","9513 (315968) 8087","psi-mi"
"Bang ML (2001)",,"two hybrid","MI:0018","288924","direct interaction","-1","4703 (288924) 1674","direct interaction","pubmed","11309420","false","288924","4703 (288924) 1674","psi-mi"
"Zhang Y (1995)",,"two hybrid","MI:0018","315969","direct interaction","-1","2332 (315969) 8087","direct interaction","pubmed","7489725","false","315969","2332 (315969) 8087","psi-mi"
"Zhang Y (1995)",,"two hybrid","MI:0018","315970","direct interaction","-1","8087 (315970) 9513","direct interaction","pubmed","7489725","false","315970","8087 (315970) 9513","psi-mi"
"McElhinny AS (2001)",,"pull down","MI:0096","274848","direct interaction","-1","4703 (274848) 7111","direct interaction","pubmed","11016930","false","274848","4703 (274848) 7111","psi-mi"
"Zhang Y (1995)",,"two hybrid","MI:0018","315972","direct interaction","-1","9513 (315972) 8087","direct interaction","pubmed","7489725","false","315972","9513 (315972) 8087","psi-mi"
"Stelzl U (2005)","2.0","two hybrid","MI:0018","270355","direct interaction","-1","8087 (270355) 1400","direct interaction","pubmed","16169070","false","270355","8087 (270355) 1400","psi-mi"
"McElhinny AS (2001)",,"pull down","MI:0096","274849","direct interaction","-1","29765 (274849) 4703","direct interaction","pubmed","11016930","false","274849","29765 (274849) 4703","psi-mi"
"Stelzl U (2005)","2.0","two hybrid","MI:0018","270356","direct interaction","-1","8087 (270356) 2634","direct interaction","pubmed","16169070","false","270356","8087 (270356) 2634","psi-mi"
"Sowa ME (2009)","2.88","affinity chromatography technology","MI:0004","423731","physical association","-1","29086 (423731) 10367","physical association","pubmed","19615732","false","423731","29086 (423731) 10367","psi-mi"
"Stelzl U (2005)","2.0","two hybrid","MI:0018","270357","direct interaction","-1","8087 (270357) 57562","direct interaction","pubmed","16169070","false","270357","8087 (270357) 57562","psi-mi"
"Havugimana PC (2012)","0.766","biochemical","MI:0401","753369","colocalization","-1","5594 (753369) 4703","colocalization","pubmed","22939629","false","753369","5594 (753369) 4703","psi-mi"
"Stelzl U (2005)","3.0","two hybrid","MI:0018","271106","direct interaction","-1","8087 (271106) 11161","direct interaction","pubmed","16169070","false","271106","8087 (271106) 11161","psi-mi"
"Lyssand JS (2008)",,"affinity chromatography technology","MI:0004","888717","physical association","-1","6640 (888717) 4703","physical association","pubmed","18468998","false","888717","6640 (888717) 4703","psi-mi"
"Olah J (2011)",,"pull down","MI:0096","738654","direct interaction","-1","10367 (738654) 351","direct interaction","pubmed","21832049","false","738654","10367 (738654) 351","psi-mi"
"Stelzl U (2005)","3.0","two hybrid","MI:0018","271107","direct interaction","-1","8087 (271107) 51631","direct interaction","pubmed","16169070","false","271107","8087 (271107) 51631","psi-mi"
"Stelzl U (2005)","3.0","two hybrid","MI:0018","271108","direct interaction","-1","8087 (271108) 55791","direct interaction","pubmed","16169070","false","271108","8087 (271108) 55791","psi-mi"
"Varjosalo M (2013)",,"affinity chromatography technology","MI:0004","906445","physical association","-1","1432 (906445) 4703","physical association","pubmed","23602568","false","906445","1432 (906445) 4703","psi-mi"
"Stelzl U (2005)","3.0","two hybrid","MI:0018","271388","direct interaction","-1","11098 (271388) 8087","direct interaction","pubmed","16169070","false","271388","11098 (271388) 8087","psi-mi"
"Varjosalo M (2013)",,"affinity chromatography technology","MI:0004","907139","physical association","-1","204851 (907139) 4703","physical association","pubmed","23602568","false","907139","204851 (907139) 4703","psi-mi"
"Bennett EJ (2010)",,"affinity chromatography technology","MI:0004","687002","physical association","-1","8452 (687002) 8087","physical association","pubmed","21145461","false","687002","8452 (687002) 8087","psi-mi"
"Bennett EJ (2010)",,"affinity chromatography technology","MI:0004","689503","physical association","-1","10987 (689503) 8087","physical association","pubmed","21145461","false","689503","10987 (689503) 8087","psi-mi"
"Marttila M (2014)",,"pull down","MI:0096","1240215","direct interaction","-1","72 (1240215) 4703","direct interaction","pubmed","25110572","false","1240215","72 (1240215) 4703","psi-mi"
"Zhang M (2011)",,"enzymatic study","MI:0415","829423","direct interaction","-1","1457 (829423) 8087","direct interaction","pubmed","22113938","false","829423","1457 (829423) 8087","psi-mi"
"Marttila M (2014)",,"pull down","MI:0096","1240216","direct interaction","-1","4703 (1240216) 7168","direct interaction","pubmed","25110572","false","1240216","4703 (1240216) 7168","psi-mi"
"Gallina I (2015)",,"affinity chromatography technology","MI:0004","1108777","physical association","-1","79968 (1108777) 8087","physical association","pubmed","25817432","false","1108777","79968 (1108777) 8087","psi-mi"
"Huttlin EL (2015)","0.987194963","affinity chromatography technology","MI:0004","1194710","physical association","-1","25771 (1194710) 10367","physical association","pubmed","26186194","false","1194710","25771 (1194710) 10367","psi-mi"
"Katsogiannou M (2014)",,"two hybrid","MI:0018","1255501","direct interaction","-1","3315 (1255501) 8087","direct interaction","pubmed","25277244","false","1255501","3315 (1255501) 8087","psi-mi"
"Huttlin EL (2015)","0.845416417","affinity chromatography technology","MI:0004","1196571","physical association","-1","54504 (1196571) 10367","physical association","pubmed","26186194","false","1196571","54504 (1196571) 10367","psi-mi"
"Emdal KB (2015)",,"affinity chromatography technology","MI:0004","1257783","physical association","-1","4914 (1257783) 8087","physical association","pubmed","25921289","false","1257783","4914 (1257783) 8087","psi-mi"
"Huttlin EL (2015)","0.853270267","affinity chromatography technology","MI:0004","1190211","physical association","-1","6570 (1190211) 10367","physical association","pubmed","26186194","false","1190211","6570 (1190211) 10367","psi-mi"
"Huttlin EL (2015)","0.999877039","affinity chromatography technology","MI:0004","1194157","physical association","-1","221154 (1194157) 10367","physical association","pubmed","26186194","false","1194157","221154 (1194157) 10367","psi-mi"
"Huttlin EL (2015)","0.956310722","affinity chromatography technology","MI:0004","1185314","physical association","-1","54984 (1185314) 8087","physical association","pubmed","26186194","false","1185314","54984 (1185314) 8087","psi-mi"
"Huttlin EL (2015)","0.818843231","affinity chromatography technology","MI:0004","1188953","physical association","-1","55692 (1188953) 8087","physical association","pubmed","26186194","false","1188953","55692 (1188953) 8087","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941698","physical association","-1","2332 (941698) 8087","physical association","pubmed","24778252","false","941698","2332 (941698) 8087","psi-mi"
"Varjosalo M (2013)",,"affinity chromatography technology","MI:0004","941345","physical association","-1","6788 (941345) 4703","physical association","pubmed","23455922","false","941345","6788 (941345) 4703","psi-mi"
"McCullough BR (2011)",,"pull down","MI:0096","553825","direct interaction","-1","58 (553825) 1072","direct interaction","pubmed","21723825","false","553825","58 (553825) 1072","psi-mi"
"Valiya Veettil M (2011)",,"affinity chromatography technology","MI:0004","558990","physical association","-1","867 (558990) 58","physical association","pubmed","21203488","false","558990","867 (558990) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941711","physical association","-1","8087 (941711) 4076","physical association","pubmed","24778252","false","941711","8087 (941711) 4076","psi-mi"
"Eulitz S (2013)",,"two hybrid","MI:0018","948821","direct interaction","-1","165904 (948821) 4703","direct interaction","pubmed","23985323","false","948821","165904 (948821) 4703","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941712","physical association","-1","8087 (941712) 2332","physical association","pubmed","24778252","false","941712","8087 (941712) 2332","psi-mi"
"Ganesh K (2011)",,"affinity chromatography technology","MI:0004","517566","physical association","-1","56259 (517566) 58","physical association","pubmed","21385873","false","517566","56259 (517566) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941713","physical association","-1","8087 (941713) 9513","physical association","pubmed","24778252","false","941713","8087 (941713) 9513","psi-mi"
"Eulitz S (2013)",,"two hybrid","MI:0018","948824","direct interaction","-1","129446 (948824) 4703","direct interaction","pubmed","23985323","false","948824","129446 (948824) 4703","psi-mi"
"Kehat I (2011)",,"pull down","MI:0096","522316","direct interaction","-1","58 (522316) 9759","direct interaction","pubmed","21464227","false","522316","58 (522316) 9759","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941714","physical association","-1","8087 (941714) 222229","physical association","pubmed","24778252","false","941714","8087 (941714) 222229","psi-mi"
"Eulitz S (2013)",,"pull down","MI:0096","948828","direct interaction","-1","4703 (948828) 165904","direct interaction","pubmed","23985323","false","948828","4703 (948828) 165904","psi-mi"
"Eulitz S (2013)",,"pull down","MI:0096","948830","direct interaction","-1","4703 (948830) 129446","direct interaction","pubmed","23985323","false","948830","4703 (948830) 129446","psi-mi"
"Zhao Y (2003)",,"two hybrid","MI:0018","258979","direct interaction","-1","51086 (258979) 58","direct interaction","pubmed","12721663","false","258979","51086 (258979) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941715","physical association","-1","8087 (941715) 4999","physical association","pubmed","24778252","false","941715","8087 (941715) 4999","psi-mi"
"Huttlin EL (2015)","0.821521988","affinity chromatography technology","MI:0004","1182007","physical association","-1","4100 (1182007) 10367","physical association","pubmed","26186194","false","1182007","4100 (1182007) 10367","psi-mi"
"Garvalov BK (2003)",,"affinity chromatography technology","MI:0004","259235","physical association","-1","26136 (259235) 58","physical association","pubmed","12695497","false","259235","26136 (259235) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941716","physical association","-1","8087 (941716) 10048","physical association","pubmed","24778252","false","941716","8087 (941716) 10048","psi-mi"
"Witt CC (2008)",,"two hybrid","MI:0018","1022829","direct interaction","-1","84676 (1022829) 4703","direct interaction","pubmed","18157088","false","1022829","84676 (1022829) 4703","psi-mi"
"Witt CC (2008)",,"two hybrid","MI:0018","1022830","direct interaction","-1","84675 (1022830) 4703","direct interaction","pubmed","18157088","false","1022830","84675 (1022830) 4703","psi-mi"
"Allen PB (2004)",,"affinity chromatography technology","MI:0004","251769","physical association","-1","221692 (251769) 58","physical association","pubmed","15107502","false","251769","221692 (251769) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941717","physical association","-1","8087 (941717) 81550","physical association","pubmed","24778252","false","941717","8087 (941717) 81550","psi-mi"
"Floyd BJ (2016)","94.9","affinity chromatography technology","MI:0004","1525650","physical association","-1","57017 (1525650) 10367","physical association","pubmed","27499296","false","1525650","57017 (1525650) 10367","psi-mi"
"Allen PB (2004)",,"affinity chromatography technology","MI:0004","251773","physical association","-1","5499 (251773) 58","physical association","pubmed","15107502","false","251773","5499 (251773) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941718","physical association","-1","8087 (941718) 8940","physical association","pubmed","24778252","false","941718","8087 (941718) 8940","psi-mi"
"Drissi R (2015)",,"affinity chromatography technology","MI:0004","1511208","physical association","-1","4171 (1511208) 4703","physical association","pubmed","25963833","false","1511208","4171 (1511208) 4703","psi-mi"
"Passeron T (2004)",,"affinity chromatography technology","MI:0004","252019","physical association","-1","79083 (252019) 58","physical association","pubmed","15059972","false","252019","79083 (252019) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941719","physical association","-1","8087 (941719) 55833","physical association","pubmed","24778252","false","941719","8087 (941719) 55833","psi-mi"
"Chuang JY (2012)",,"affinity chromatography technology","MI:0004","672493","physical association","-1","6667 (672493) 4703","physical association","pubmed","22266860","false","672493","6667 (672493) 4703","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","941724","physical association","-1","9513 (941724) 8087","physical association","pubmed","24778252","false","941724","9513 (941724) 8087","psi-mi"
"Hara T (2004)",,"pull down","MI:0096","252744","direct interaction","-1","27252 (252744) 58","direct interaction","pubmed","14668487","false","252744","27252 (252744) 58","psi-mi"
"Li S (2014)",,"affinity chromatography technology","MI:0004","942000","physical association","-1","81550 (942000) 8087","physical association","pubmed","24778252","false","942000","81550 (942000) 8087","psi-mi"
"Huttlin EL (2017)","0.796622176","affinity chromatography technology","MI:0004","2268952","physical association","-1","80344 (2268952) 10367","physical association","pubmed","28514442","false","2268952","80344 (2268952) 10367","psi-mi"
"Cao Q (2014)",,"affinity chromatography technology","MI:0004","1062981","physical association","-1","23512 (1062981) 8087","physical association","pubmed","24457600","false","1062981","23512 (1062981) 8087","psi-mi"
"Simons CT (2004)",,"pull down","MI:0096","252929","direct interaction","-1","5201 (252929) 58","direct interaction","pubmed","14634002","false","252929","5201 (252929) 58","psi-mi"
"Cao Q (2014)",,"affinity chromatography technology","MI:0004","1064414","physical association","-1","648 (1064414) 8087","physical association","pubmed","24457600","false","1064414","648 (1064414) 8087","psi-mi"
"Huttlin EL (2017)","0.781822608","affinity chromatography technology","MI:0004","2270189","physical association","-1","80005 (2270189) 10367","physical association","pubmed","28514442","false","2270189","80005 (2270189) 10367","psi-mi"
"Trinczek B (2004)",,"affinity chromatography technology","MI:0004","253253","physical association","-1","57787 (253253) 58","physical association","pubmed","14594945","false","253253","57787 (253253) 58","psi-mi"
"Hanson D (2014)",,"affinity chromatography technology","MI:0004","1057704","physical association","-1","9820 (1057704) 8087","physical association","pubmed","24711643","false","1057704","9820 (1057704) 8087","psi-mi"
"Huttlin EL (2017)","0.766101625","affinity chromatography technology","MI:0004","2271531","physical association","-1","26953 (2271531) 10367","physical association","pubmed","28514442","false","2271531","26953 (2271531) 10367","psi-mi"
"Stueven T (2003)",,"affinity chromatography technology","MI:0004","253288","physical association","-1","23214 (253288) 58","physical association","pubmed","14592989","false","253288","23214 (253288) 58","psi-mi"
"Hanson D (2014)",,"affinity chromatography technology","MI:0004","1058907","physical association","-1","83987 (1058907) 8087","physical association","pubmed","24711643","false","1058907","83987 (1058907) 8087","psi-mi"
"Huttlin EL (2017)","0.884865425","affinity chromatography technology","MI:0004","2260580","physical association","-1","54765 (2260580) 10367","physical association","pubmed","28514442","false","2260580","54765 (2260580) 10367","psi-mi"
"Huttlin EL (2015)","0.964105245","affinity chromatography technology","MI:0004","1181432","physical association","-1","2332 (1181432) 8087","physical association","pubmed","26186194","false","1181432","2332 (1181432) 8087","psi-mi"
"Takeuchi T (2003)",,"two hybrid","MI:0018","253794","direct interaction","-1","142678 (253794) 58","direct interaction","pubmed","14507647","false","253794","142678 (253794) 58","psi-mi"
"Huttlin EL (2017)","0.872278649","affinity chromatography technology","MI:0004","2261913","physical association","-1","1003 (2261913) 10367","physical association","pubmed","28514442","false","2261913","1003 (2261913) 10367","psi-mi"
"Takeuchi T (2003)",,"pull down","MI:0096","253795","direct interaction","-1","142678 (253795) 58","direct interaction","pubmed","14507647","false","253795","142678 (253795) 58","psi-mi"
"Huttlin EL (2015)","0.995594432","affinity chromatography technology","MI:0004","1182554","physical association","-1","4103 (1182554) 8087","physical association","pubmed","26186194","false","1182554","4103 (1182554) 8087","psi-mi"
"Huttlin EL (2017)","0.853469608","affinity chromatography technology","MI:0004","2263803","physical association","-1","9715 (2263803) 10367","physical association","pubmed","28514442","false","2263803","9715 (2263803) 10367","psi-mi"
"Salazar MA (2003)",,"affinity chromatography technology","MI:0004","253807","physical association","-1","23268 (253807) 58","physical association","pubmed","14506234","false","253807","23268 (253807) 58","psi-mi"
"Gabriel CH (2016)","5.1","affinity chromatography technology","MI:0004","1533685","physical association","-1","4772 (1533685) 8087","physical association","pubmed","27637333","false","1533685","4772 (1533685) 8087","psi-mi"
